DealerID,Type,Stock,VIN,Year,Make,Model,Body,Trim,ModelNumber,Doors,ExteriorColor,InteriorColor,EngineCylinders,EngineDisplacement,Transmission,Miles,Certified,DateInStock,Description,Options,PhotoURLs
"401","USED","8-005A","2D4GP44L63R110845","2003","Dodge","Grand Caravan","Mini-van, Passenger","Sport","RSKH53","4","BUTANE BLUE","","6","3.8L","Automatic","91015","False","9/19/2007","This Grand Caravan is a one owner, originally purchased here new, and locally owned and traded. This is a Sport package with the 3.8L V6, dual sliding doors, quad bucket seats with rear heat and a/c, power driver seat, and much more!","","http://webiol.homenetinc.com/dealers/2091/4578/8-005A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-005A(14).jpg"
"401","USED","P304","1C3LC56K77N547097","2007","Chrysler","Sebring Sdn","4dr Car","Touring","JSCP41","4","INF. RED","","4","2.4L","Automatic","16782","True","9/18/2007","This Sebring is a Touring package with fuel efficient 4 cylinder engine, aluminum wheels, CD player, power windows, locks and remote keyless entry...and much more! This Sebring is also FACTORY CERTIFIED with the balance of an 80,000 mile powertrain warranty!","","http://webiol.homenetinc.com/dealers/2091/4578/P304.jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P304(13).jpg"
"401","USED","7-068B","JN1CA31A4YT201187","2000","Nissan","Maxima","4dr Car","SE","08210","4","GREEN","Tan","6","3.0L","Automatic","119906","False","9/29/2007","Look at the equipment on this Maxima! LEATHER! MOONROOF! This is a very nice car and was owned by a Nissan technician, it is in great condition!","Driver Air Bag,Passenger Air Bag,A/C,AM/FM Stereo,Cassette,CD Player,4-Wheel ABS,4-Wheel Disc Brakes,Cruise Control,Rear Defrost,Child Safety Locks,Front Wheel Drive,Auto-On Headlights,Keyless Entry,Power Door Locks,Power Driver Mirror,Pass-Through Rear Seat,Cloth Seats,Power Steering,Cell Phone Hookup,Adjustable Steering Wheel,Tires - Front Performance,Tires - Rear Performance,Compact Spare Tire,Aluminum Wheels,Power Windows,Intermittent Wipers,Fog Lamps,Power Passenger Mirror,Auxiliary Pwr Outlet,Vehicle Anti-Theft System,Auto-Off Headlights,Driver Illuminated Vanity Mirror,Passenger Illuminated Visor Mirror,Front Reading Lamps,Leather Wrapped Steering Wheel,Rear Spoiler","http://webiol.homenetinc.com/dealers/2091/4578/7-068B.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-068B(13).jpg"
"401","USED","P295","1B7HD14T4GS016878","1986","DODGE","D-150","PICKUP","","","","BLACK","","8","5.2L","Automatic","64026","False","2/21/2007","MILEAGE EML","","http://webiol.homenetinc.com/dealers/2091/4578/P295.jpg,http://webiol.homenetinc.com/dealers/2091/4578/P295(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P295(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P295(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P295(5).jpg"
"401","USED","7-117A","1GKDM19X33B503708","2003","GMC","Safari","Mini-van, Passenger","SLT","TM11006","3","TEAL","","6","4.3L","Automatic","57280","False","10/1/2007","This Safari is a local trade-in. It is an SLT package with leather seats, rear heat and air conditioning, middle row leather captains chairs, aluminum wheels, running boards and much more!","","http://webiol.homenetinc.com/dealers/2091/4578/7-117A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-117A(14).jpg"
"401","USED","8-007A","1D7HA18D64S740441","2004","Dodge","Ram 1500","Crew Cab Pickup","Quad Cab SLT","DR1H41","4","PATRIOT BLUE","Gray","8","5.7L","Automatic","37841","True","10/13/2007","This Ram is a one owner and was originally purchased from us brand new! This is an SLT package with power windows and locks, remote keyless entry, CD player, power driver seat, chrome side steps, 20 chrome wheels, factory tow package, soft tonneau cover, and much more!","","http://webiol.homenetinc.com/dealers/2091/4578/8-007A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-007A(12).jpg"
"401","USED","A375","1D7HW48NX5S305936","2005","Dodge","Dakota Quad Cab","Quad Cab Pickup","SLT 4X4","ND5H84","4","SILVER","","8","4.7L","Automatic","10031","True","6/21/2007","Look at the low miles! This Dakota is a one owner, off-lease vehicle. This Dakota is an SLT package with the 4.7L V8, power windows and locks, remote keyless entry, factory trailer tow group, bedliner and more! This Dakota is also FACTORY CERTIFIED with the balance of an 80,000 mile powertrain warranty included!","","http://webiol.homenetinc.com/dealers/2091/4578/A375.jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A375(13).jpg"
"401","USED","7-054B","4M2DV11W7TDJ59164","1996","Mercury","Villager","GS","GS","","","GREEN","Gray","6","3.0","Automatic","126470","False","10/16/2007","This Villager is a local trade-in and is very clean. This has been very well taken care of, come see for yourself! 4 NEW TIRES!","","http://webiol.homenetinc.com/dealers/2091/4578/7-054B.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-054B(14).jpg"
"401","USED","A360A","2C3HC56G7XH566680","1999","Chrysler","LHS","4dr Car","","LHCP41","4","GOLD","Tan","6","3.5L","","192824","False","10/18/2007","Local trade-in, highway miles. LEATHER! 3.5L, 250 HP V6! NEW TIRES! This LHS runs great!","","http://webiol.homenetinc.com/dealers/2091/4578/A360A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/A360A(13).jpg"
"401","USED","P306B","3VWSA29M4XM084514","1999","Volkswagen","New Jetta","4dr Car","GLS","9M28K4","4","BLUE","Tan","4","2.0L","","118264","False","10/4/2007","This Jetta is a local trade in. This package includes leather seats, aluminum wheels, power moonroof and more!","","http://webiol.homenetinc.com/dealers/2091/4578/P306B.jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P306B(13).jpg"
"401","USED","7-114A","1B3EJ46X9XN684155","1999","Dodge","Stratus","4dr Car","SE","JADH41","4","GREEN","Gray","4","2.4L","Automatic","92658","False","9/17/2007","ONE OWNER!!! This Stratus is in great condition, is very fuel efficient, has power windows, locks, A/C, automatic transmission and more! What a great buy!","","http://webiol.homenetinc.com/dealers/2091/4578/7-114A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-114A(13).jpg"
"401","USED","P308","1B3EL46R74N313115","2004","Dodge","Stratus","4dr Car","SXT","JRDH41","4","INFERNO RED","Gray","6","2.7L","Automatic","91298","False","10/9/2007","This Stratus is a one owner vehicle. This is an SXT package with power windows and locks, remote keyless entry, CD player, aluminum wheels, 4 NEW TIRES, and much more! Great on gas!","","http://webiol.homenetinc.com/dealers/2091/4578/P308.jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P308(13).jpg"
"401","USED","7-040A","1J4GW48S31C674020","2001","Jeep","Grand Cherokee","Sport Utility","Laredo","WJJH74","4","WHITE","","6","4.0L","Automatic","98681","False","10/22/2007","This Grand Cherokee was a local trade-in. LOOK AT THE DVD RADIO! This is a Laredo 4X4 package with power windows and locks, remote keyless entry and much more! This Jeep is ready for winter, our service department performed transmission and coolant flushes, replaced the serpentine belt, air filter, 6 new spark plugs, new battery and replaced the rear brake pads and resurfaced the rotors! WOW!","","http://webiol.homenetinc.com/dealers/2091/4578/7-040A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-040A(14).jpg"
"401","USED","7-111B","1J4GZ58S7SC764334","1995","Jeep","Grand Cherokee","LAREDO 4X4","","","","RED","","6","4.0","Automatic","206628","False","10/29/2007","","","http://webiol.homenetinc.com/dealers/2091/4578/7-111B.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-111B(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-111B(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-111B(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-111B(5).jpg"
"401","USED","7-104A","3B7HC13Y6XG129321","1999","Dodge","Ram 1500","Extended Cab Pickup","SLT","BE1L33","2","BLACK","Gray","8","5.2L","Automatic","144126","False","8/7/2007","This Ram is a local trade. This is an SLT package with power windows and locks, remote keyless entry, trailer tow package and more!","","http://webiol.homenetinc.com/dealers/2091/4578/7-104A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-104A(12).jpg"
"401","USED","8-009A","2D4GP44L74R533774","2004","Dodge","Grand Caravan","Mini-van, Passenger","SXT Anniversary Ed.","RSKH53","4","SILVER","Gray","6","3.8L","Automatic","58413","True","10/26/2007","WOW! One owner, bought here new. This was limited production Anniversary Edition which includes the rear seat DVD entertainment system, chrome wheels, heated leather seats, power moonroof, quad bucket seats, rear heat and air conditioning and much, much more! This Grand Caravan is also FACTORY CERTIFIED with the balance of an 80,000 mile powertrain warranty!","","http://webiol.homenetinc.com/dealers/2091/4578/8-009A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(14).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(15).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-009A(16).jpg"
"401","USED","7-078B","1G8AJ52F94Z131732","2004","Saturn","Ion","4dr Car","ION 2","ZAJ69","4","SILVER","Gray","4","2.2L","Automatic","79744","False","5/17/2007","Up to 32 MPG! This Ion is a local trade-in. This is a Level II package with power windows and locks, CD and much more!","","http://webiol.homenetinc.com/dealers/2091/4578/7-078B.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-078B(13).jpg"
"401","New","7-093","1C3LC66K57N693018","2007","Chrysler","Sebring Sdn","4dr Car","Limited","JSCS41","4","SILVER","","4","2.4L","Automatic","0","False","7/3/2007","","Driver Air Bag,Passenger Air Bag,Side Air Bag,Side Head Air Bag,Rear Head Air Bag,Climate Control,A/C,Alarm,AM/FM Stereo,CD Player,4-Wheel ABS,Front Disc/Rear Drum Brakes,Cruise Control,Rear Defrost,Child Safety Locks,Front Wheel Drive,Variable Speed Intermittent Wipers,Steering Wheel Controls,Auxiliary Pwr Outlet,Vehicle Anti-Theft System,Auto-Off Headlights,Electrochromic rearview mirror,Driver Illuminated Vanity Mirror,Passenger Illuminated Visor Mirror,Front Reading Lamps,Driver Lumbar,Emergency Trunk Release,Remote Trunk Release,Tire Pressure Monitoring System,Trip Computer,Universal Garage Door Opener,Auto-On Headlights,Keyless Entry,Power Door Locks,Heated Mirrors,Power Driver Mirror,Power Driver Seat,Pass-Through Rear Seat,Bucket Seats,Power Steering,Adjustable Steering Wheel,Tires - Front All-Season,Tires - Rear All-Season,Compact Spare Tire,Aluminum Wheels,Power Windows,Premium Sound System,Satellite Radio,MP3 Player,Fog Lamps,Power Passenger Mirror,Heated Exterior Driver Mirror,Heated Exterior Passenger Mirror","http://webiol.homenetinc.com/stock_images/2/9381.jpg"
"401","New","8-006","1C3LC55R78N147685","2008","Chrysler","Sebring","Convertible","Touring Convertible","JSCP27","2","INFERNO RED","","6","2.7L","","2","False","10/16/2007","HARD TOP! Touring Group with heated leather seats and more!","","http://webiol.homenetinc.com/dealers/2091/4578/8-006.jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-006(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-006(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-006(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-006(5).jpg"
"401","New","7-087","1J8HR58M67C700491","2007","Jeep","Grand Cherokee","Sport Utility","Limited 4X4","WKJP74","4","GREEN","Tan","6","3.0L","Automatic","0","False","6/19/2007","3.0L CRD Diesel! UP TO 24 MPG! This Grand Cherokee is a Limited package with added options of the GPS Navigation/Rear Back Up Camera group, trailer tow group, chrome wheels, and OWL tires.","","http://webiol.homenetinc.com/dealers/2091/4578/7-087.jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-087(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-087(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-087(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-087(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/7-087(6).jpg"
"401","USED","8-011A","1GMDX03E2WD291182","1998","Pontiac","Trans Sport","Mini-van, Passenger","","2UM16","4","TAN","Tan","6","3.4L","","89997","False","11/7/2007","This Trans Sport is in excellant condition! This van includes leather seats, power sliding door, remote keyless entry, is a ONE OWNER and much more! Includes warranty!","","http://webiol.homenetinc.com/dealers/2091/4578/8-011A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(13).jpg,http://webiol.homenetinc.com/dealers/2091/4578/8-011A(14).jpg"
"401","USED","6-098C","1G4HR54K31U140678","2001","Buick","LeSabre","4dr Car","Limited","4HR69","4","WHITE","","6","3.8L","Automatic","104892","False","11/9/2007","GREAT VALUE! This Buick is in excellant condition for the year and miles! And this is loaded! Leather seats, power moonroof, Heads up display (projects the speedometer reading onto the windshield in front of driver), power seats and much more! This Lesabre has been very well taken care of!","","http://webiol.homenetinc.com/dealers/2091/4578/6-098C.jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(5).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(6).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(7).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(8).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(9).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(10).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(11).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(12).jpg,http://webiol.homenetinc.com/dealers/2091/4578/6-098C(13).jpg"
"401","USED","P307A","1FMDU32X9RUD98117","1994","Ford","Explorer","WAGON 4 DOOR","XLT","","","GREEN","Gray","6","4.0","","102831","False","11/2/2007","Local trade-in, this Explorer is in good condition.","","http://webiol.homenetinc.com/dealers/2091/4578/P307A.jpg,http://webiol.homenetinc.com/dealers/2091/4578/P307A(2).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P307A(3).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P307A(4).jpg,http://webiol.homenetinc.com/dealers/2091/4578/P307A(5).jpg"
"401","USED","P309A","3B7KF2362XG182406","1999","Dodge","Ram 2500","Extended Cab Pickup","","","2","BLACK","","8","5.9L","Automatic","122810","False","11/20/2007","","Four Wheel Drive,Variable Speed Intermittent Wipers,Driver Air Bag,Vinyl Seats,Front Disc/Rear Drum Brakes,Full Size Spare Tire,Cassette,Tires - Front All-Season,Tires - Rear All-Season,Passenger Air Bag,ABS,Steel Wheels,AM/FM Stereo,Fourth Passenger Door,Split Bench Seat,Passenger Air Bag On/Off Switch,Power Steering,Third Passenger Door","http://webiol.homenetinc.com/stock_images/2/8132.jpg"
