DealerID","UsedNew","Certified","Year","Make","Model","Trim","StockNumber","VIN","Mileage","Price","Engine","Tramsission","Color","Interior","Images","Comment","Options"
"1075","U","N","2007","Toyota","Highlander","V6","JD127","JTEHP21A970187696","26465","22999","V6 3.3L","Automatic 5 Speed","Silver","Ash W/Cloth Seat Trim or Leather Seat Trim Package","http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_00.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_01.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_02.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_03.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_04.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_05.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_06.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_07.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_08.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_09.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_10.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_11.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_12.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_13.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_14.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_15.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_16.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_17.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_18.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_19.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JTEHP21A970187696_20.jpg","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!","215 horsepower, 3.3 liter V6 DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, 4WD Type - Full-time, Air conditioning, All-wheel drive, Automatic Transmission, Center Console - Full with covered storage, Clock - In-dash, Cruise control, Front seat type - Bucket, Fuel economy EPA highway (mpg): 24 and EPA city (mpg): 18, Head airbags - Curtain 1st and 2nd row, Interior air filtration, Intermittent window wipers, Limited slip differential, Overhead console - Mini with storage, Passenger Airbag, Power mirrors, Power windows with 1 one-touch, Rear defogger, Rear wiper, Reclining rear seats, Remote power door locks, Roof rack, Speed-proportional power steering, Split-bench rear seats, Stability control, Tachometer, Tilt steering wheel, Traction control - ABS and driveline"
"1075","U","N","2008","Ford","Escape","XLT","JD128","1FMCU93Z98KA70818","20307","19699","L4 2.3L","Automatic","Black","Charcoal Black W/Rust/Burnt Orange Accents W/Leath","http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_00.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_01.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_02.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_03.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_04.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_05.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_06.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_07.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_08.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_09.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_10.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_11.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_12.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_13.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_14.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_15.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_16.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_17.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_18.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_19.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1FMCU93Z98KA70818_20.jpg","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!","153 horsepower, 2.3 liter inline 4 cylinder DOHC engine, 4 Doors, 4-wheel ABS brakes, 4WD Type - Automatic full-time, 6-way power adjustable drivers seat, Air conditioning, All-wheel drive, Automatic Transmission, Center Console - Full with covered storage, Chrome grill, Clock - In-dash, Cruise control, Dusk sensing headlights, Front fog/driving lights, Front seat type - Bucket, Head airbags - Curtain 1st and 2nd row, Intermittent window wipers, Multi-function remote - Windows, Passenger Airbag, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear defogger, Rear wiper, Remote power door locks, Remote window operation - Rear window only, Speed-proportional power steering, Split-bench rear seats, Stability control - With anti-roll control, Tachometer, Tilt steering wheel, Traction control - ABS and driveline"
"1075","U","N","2007","Jeep","Commander","","JD129","1J8HG48K87C560040","33501","19699","V6 3.7L ","Automatic","Black","","","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!",""
"1075","U","N","2007","Nissan","Xterra","X","L1000","5N1AN08W87C503133","15266","23399","V6 4.0L","Automatic 5 Speed","Black","Desert/Graphite W/Cloth Seat Trim","http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_00.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_01.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_02.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_03.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_04.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_05.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_06.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_07.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_08.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_09.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_10.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_11.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_12.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_13.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_14.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_15.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_16.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_17.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_18.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/5N1AN08W87C503133_19.jpg","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!","261 horsepower, 4 Doors, 4-wheel ABS brakes, 4.0 liter V6 DOHC engine with variable valve timing, 4WD Type - Part-time, Air conditioning, Automatic Transmission, Center Console - Full with covered storage, Clock - In-radio, Four-wheel drive, Front seat type - Bucket, Intermittent window wipers, Passenger Airbag, Power windows, Privacy/tinted glass, Rear defogger, Rear wiper, Roof rack - Rails only, Skid plates - 1, Speed-proportional power steering, Split-bench rear seats, Stability control, Tachometer, Tilt steering wheel, Traction control - ABS and driveline"
"1075","U","N","2006","Nissan","350Z","Enthusiast","L1001","JN1AZ36D16M400627","12358","28500","V6 3.5L","Automatic","Silver Alloy Metallic","Charcoal W/Monotone Paint Application","http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_00.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_01.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_02.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_03.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_04.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_05.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_06.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_07.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_08.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_09.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_10.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_11.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_12.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_13.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_14.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_15.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/JN1AZ36D16M400627_16.jpg","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!","2 Doors, 287 horsepower, 3.5 liter V6 DOHC engine with variable valve timing, 4-way power adjustable drivers seat, 4-way power adjustable passenger seat, 4-wheel ABS brakes, Air conditioning with climate control, Audio controls on steering wheel, Automatic Transmission, Center Console - Full with covered storage, Clock - In-radio, Convertible occupant rollover protection, Convertible roof - Power, Convertible Wind Blocker - Wind blocker, Convertible window - Glass rear window, Cruise control, External temperature display, Front seat type - Sports, Intermittent window wipers, Limited slip differential - Viscous, Multi-function remote - Trunk/hatch/door; windows, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear defogger, Rear-wheel drive, Remote power door locks, Remote window operation, Speed sensitive window wipers, Speed-proportional power steering, Tachometer, Tilt steering wheel, Traction control - Driveline, Trip computer, Universal remote transmitter, Xenon headlights"
"1075","U","N","2007","Nissan","Sentra","2.0/2.0S/2.0SL","L1003","3N1AB61E57L651944","18498","15900","L4 2.0L","","Black","","","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!",""
"1075","U","N","2007","Nissan","Maxima","SE/SL","L1004","1N4BA41E47C811810","32222","21400","V6 3.5L","Automatic","","","","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!",""
"1075","U","N","2004","Nissan","Maxima","","L1005","1N4BA41E54C923172","36308","20800","V6 3.5L","","Beige","","","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!",""
"1075","U","N","2007","Nissan","Pathfinder Armada","","L1006","5N1AA08C77N703880","15340","27788","V8 5.6L","Automatic","","","","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!",""
"1075","U","N","2007","Nissan","Titan","XE/SE/LE","L1007","1N6AA07B27N224860","21138","23316","V8 5.6L","Automatic","","","","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!",""
"1075","U","N","2005","Nissan","Altima","3.5 SL","N10088A","1N4BL11D05C224193","54685","17990","V6 3.5L","Automatic 5 Speed","Black","Black","http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_00.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_01.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_02.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_03.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_04.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_05.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_06.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_07.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_08.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_09.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_10.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4BL11D05C224193_11.jpg","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!","250 horsepower, 3.5 liter V6 DOHC engine with variable valve timing, 4 Doors, 4-wheel ABS brakes, 8-way power adjustable drivers seat, Air conditioning with climate control, Audio controls on steering wheel, Automatic Transmission, Climate controlled - Driver and passenger heated-cushion; driver and passenger heated-seatback, Clock - In-radio, Cruise control, Dusk sensing headlights, External temperature display, Front fog/driving lights, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 27 and EPA city (mpg): 21, Heated drivers seat, Heated passenger seat, Interior air filtration, Intermittent window wipers, Leather seats, Multi-function remote - Trunk/hatch/door; windows, Overhead console - Mini with storage, Passenger Airbag, Power heated mirrors, Power windows with 2 one-touch, Privacy/tinted glass, Rear bench seats, Remote power door locks, Remote window operation, Speed-proportional power steering, Sunroof - Express open glass, Tachometer, Tilt and telescopic steering wheel, Trip computer, Universal remote transmitter, Xenon headlights"
"1075","U","N","2005","Nissan","Altima","2.5 S","N10101A","1N4AL11D85C294973","49685","14499","L4 2.5L","Automatic 4 Speed","Polished Pewter Metallic","Blond W/Velour Seat Trim","http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_00.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_01.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_02.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_03.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_04.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_05.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_06.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_07.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_08.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_09.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_10.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_11.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_12.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_13.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_14.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_15.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_16.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_17.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D85C294973_18.jpg","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!","175 horsepower, 2.5 liter inline 4 cylinder DOHC engine with variable valve timing, 4 Doors, Air conditioning, Automatic Transmission, Center Console - Full with covered storage, Clock - In-radio, Cruise control, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 29 and EPA city (mpg): 23, Interior air filtration, Intermittent window wipers, Multi-function remote - Trunk/hatch/door, Overhead console - Mini with storage, Passenger Airbag, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Speed-proportional power steering, Tachometer, Tilt and telescopic steering wheel"
"1075","U","N","2005","Nissan","Altima","2.5 S","N10108A","1N4AL11D45C181764","85415","10477","L4 2.5L","Automatic 4 Speed","Sonoma Sunset Metallic","Blond W/Velour Seat Trim","http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_00.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_01.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_02.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_03.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_04.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_05.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_06.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_07.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_08.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_09.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_10.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_11.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_12.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_13.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_14.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_15.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_16.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_17.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D45C181764_18.jpg","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!","175 horsepower, 2.5 liter inline 4 cylinder DOHC engine with variable valve timing, 4 Doors, Air conditioning, Automatic Transmission, Center Console - Full with covered storage, Clock - In-radio, Cruise control, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 29 and EPA city (mpg): 23, Interior air filtration, Intermittent window wipers, Multi-function remote - Trunk/hatch/door, Overhead console - Mini with storage, Passenger Airbag, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Speed-proportional power steering, Tachometer, Tilt and telescopic steering wheel"
"1075","U","N","2005","Nissan","Altima","2.5 S","N10166A","1N4AL11D25C316417","22553","15599","L4 2.5L","Automatic 4 Speed","Sheer Silver Metallic","Grey","http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_00.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_01.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_02.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_03.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_04.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_05.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_06.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_07.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_08.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_09.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_10.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_11.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_12.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_13.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_14.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_15.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_16.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_17.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_18.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1N4AL11D25C316417_19.jpg","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!","175 horsepower, 2.5 liter inline 4 cylinder DOHC engine with variable valve timing, 4 Doors, Air conditioning, Automatic Transmission, Center Console - Full with covered storage, Clock - In-radio, Cruise control, Front seat type - Bucket, Front-wheel drive, Fuel economy EPA highway (mpg): 29 and EPA city (mpg): 23, Interior air filtration, Intermittent window wipers, Multi-function remote - Trunk/hatch/door, Overhead console - Mini with storage, Passenger Airbag, Power mirrors, Power windows with 1 one-touch, Privacy/tinted glass, Rear bench seats, Rear defogger, Remote power door locks, Speed-proportional power steering, Tachometer, Tilt and telescopic steering wheel"
"1075","U","N","2003","Chevrolet","Blazer","LS","N10186A","1GNCT18XX3K187288","48868","10990","V6 4.3L 90 deg. MFI","Automatic 4 Speed","Victory Red","Graphite W/Custom Cloth Seat Trim","http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_00.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_01.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_02.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_03.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_04.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_05.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_06.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_07.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_08.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_09.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_10.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_11.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_12.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_13.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_14.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_15.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_16.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_17.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_18.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_19.jpg,http://images.vinmanager.com/DealerPics/Dealer1075/1GNCT18XX3K187288_20.jpg","Tom Wood Nissan is committed to providing the finest automotive experience through superior service.  Contact Randy Pulliam for your next Certified Pre-Owned Nissan featuring New Car Rates.  Ask about our select Tom Wood Certified Pre-Owned vehicles with a 12 month/12000 miles drive train warranty.  For special internet prices call Randy Pulliam for an appointment!","190 horsepower, 2 Doors, 4-wheel ABS brakes, 4.3 liter V6 engine, Air conditioning, Center Console - Full with covered storage, Clock - In-radio, Daytime running lights, Dusk sensing headlights, Four-wheel drive, Front seat type - Bucket, Fuel economy EPA highway (mpg): 19 and EPA city (mpg): 15, Intermittent window wipers, Passenger Airbag, Power windows, Speed-proportional power steering, Split-bench rear seats, Tachometer"
