"VehicleID","StyleID","FranchiseID","StockNumber","VIN","NewUsed","StockDate","CreateDate","UpdateDate","vYear","vMake","vModel","vTrim","vTrimExtended","vType","vDoors","vMileage","vInternetPrice","BaseListPrice","vExteriorColor","vInteriorColor","vEngine","vDisplacement","vTransmission","SID","Updated","FranchiseSource","Photo_URL","vDescription"
3044247,"","0","5.00335","1GCEK19R8WR143158","U",2007-12-05 00:00:00,2007-12-05 00:00:00,2007-12-17 13:52:24,"1998","CHEVROLET","GMT-400","K1500","CLUB CAB PICKUP","FULLSIZE PICKUP","UNKNOWN","71599",11555,"12995","WHITE","Not Given","8","5.7L V8  MPI OHV","M","451280",False,"RamDMSi","","FULLSIZE PICKUP,MANUAL TRANS,OPTIONAL:A,4X4,5.7L V8  MPI OHV,8CYL,ABS STANDARDPOW STEERING,"
2955559,"100275070","0","5.00371","1GCEK19T84Z109844","U",2007-11-24 00:00:00,2007-11-24 00:00:00,2007-12-17 13:52:22,"2004","CHEVROLET","SILVERADO","K1500","4 DOOR EXT CAB PK","FULLSIZE PICKUP","4","61997",16955,"17995","DK GRAY","Not Given","8","5.3L V8  SFI","M","451280",False,"RamDMSi","","FULLSIZE PICKUP,MANUAL TRANS,OPTIONAL:A,4X4,5.3L V8  SFI,8CYL,ABS STANDARDAIR COND,POW STEERING,"
2576364,"100709366","0","5.00289","1GCEK19Z17Z109984","U",2007-10-04 00:00:00,2007-10-04 00:00:00,2007-12-17 13:52:18,"2007","CHEVROLET","SILVERADO","K1500","4 DOOR EXT CAB PK","FULLSIZE PICKUP","4","23439",25855,"27995","WHITE","Not Given","8","5.3L V8  MPI","M","451280",False,"RamDMSi","","FULLSIZE PICKUP,MANUAL TRANS,OPTIONAL:A,4X4,5.3L V8  MPI,8CYL,ABS STANDARDPOW STEERING,"
2478128,"100275401","0","5.00242","1GCHK232X4F214437","U",2007-09-20 00:00:00,2007-09-20 00:00:00,2007-12-17 13:52:16,"2004","CHEVROLET","SILVERADO","K2500HD","CREW PICKUP","FULLSIZE PICKUP","UNKNOWN","48486",29955,"32995","WHITE","Not Given","8","6.6L V8  FI","M","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GCHK232X4F214437_1.jpg||http://vehimages.carpod.net/images/1GCHK232X4F214437_2.jpg||http://vehimages.carpod.net/images/1GCHK232X4F214437_3.jpg||http://vehimages.carpod.net/images/1GCHK232X4F214437_4.jpg||http://vehimages.carpod.net/images/1GCHK232X4F214437_5.jpg||http://vehimages.carpod.net/images/1GCHK232X4F214437_6.jpg||http://vehimages.carpod.net/images/1GCHK232X4F214437_7.jpg||http://vehimages.carpod.net/images/1GCHK232X4F214437_8.jpg||http://vehimages.carpod.net/images/1GCHK232X4F214437_9.jpg","FULLSIZE PICKUP,MANUAL TRANS,OPTIONAL:A,4X4,6.6L V8  FI,8CYL,ABS STANDARDAIR COND,POW STEERING,"
3079942,"10402","0","4070","1GDFG15R7W1019968","U",2007-12-08 00:00:00,2007-12-08 00:00:00,2007-12-17 13:51:41,"1998","GMC","SAVANA RV","G1500","INCOMPLETE CHASSIS","FULL SIZE CARGO VAN","UNKNOWN","63290",7922,"9995","GOLD","Not Given","8","5.7L V8  FI","A","451280",False,"RamDMSi","","FULL SIZE CARGO VAN,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  FI,8CYL,ABS STANDARDPOW STEERING,"
1078503,"0","0","W2902","1GDJ7H1C71J501630","U",2007-01-05 00:00:00,2007-01-05 00:00:00,2007-12-17 13:51:58,"2001","GMC","C-SERIES","C7H042","CONVENTIONAL CAB","MEDIUM TO HEAVY TRUCK","UNKNOWN","130140",12971,"15999","WHITE","Not Given","6","N","A","451280",True,"RamDMSi","","MEDIUM TO HEAVY TRUCK,AUTO TRANS,OPTIONAL:U,RWD,N,6CYL,N,"
1078501,"0","0","7068","1GGCS199178702515","N",2007-01-05 00:00:00,2007-01-05 00:00:00,2007-12-17 13:51:58,"2007","ISUZU","I290"," ","4 DOOR EXT CAB PK","COMPACT PICKUP","4","67",18763,"18763","WHITE","Not Given","4","2.9L L4  SFI DOHC 16V","A","451280",False,"RamDMSi","","COMPACT PICKUP,AUTO TRANS,OPTIONAL:M,RWD,2.9L L4  SFI DOHC 16V,4CYL,ABS STANDARDAIR COND,POW STEERING,"
1048069,"0","0","7063","1GGCS199378702502","N",2006-12-28 00:00:00,2006-12-28 00:00:00,2007-12-17 13:51:58,"2007","ISUZU","I290"," ","4 DOOR EXT CAB PK","COMPACT PICKUP","4","0",18763,"18763","WHITE","Not Given","4","2.9L L4  SFI DOHC 16V","A","451280",False,"RamDMSi","","COMPACT PICKUP,AUTO TRANS,OPTIONAL:M,RWD,2.9L L4  SFI DOHC 16V,4CYL,ABS STANDARDAIR COND,POW STEERING,"
1078504,"0","0","7067","1GGCS199778702518","N",2007-01-05 00:00:00,2007-01-05 00:00:00,2007-12-17 13:51:58,"2007","ISUZU","I290"," ","4 DOOR EXT CAB PK","COMPACT PICKUP","4","9",18763,"18763","WHITE","Not Given","4","2.9L L4  SFI DOHC 16V","A","451280",False,"RamDMSi","","COMPACT PICKUP,AUTO TRANS,OPTIONAL:M,RWD,2.9L L4  SFI DOHC 16V,4CYL,ABS STANDARDAIR COND,POW STEERING,"
2965799,"0","0","8057","1GGDT13E788701815","N",2007-11-27 00:00:00,2007-11-27 00:00:00,2007-12-17 13:52:05,"2008","ISUZU","I370"," ","CREW PICKUP","COMPACT PICKUP","UNKNOWN","5",28982,"28982","BLACK","Not Given","5","3.7L L5  SFI DOHC 20V","A","451280",False,"RamDMSi","","COMPACT PICKUP,AUTO TRANS,OPTIONAL:U,3.7L L5  SFI DOHC 20V,5CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2790188,"100001112","0","5.00340","1GKCT18W71K174953","U",2007-11-01 00:00:00,2007-11-01 00:00:00,2007-12-17 13:52:20,"2001","GMC","JIMMY"," ","WAGON 2 DOOR","SPORT UTILITY VEHICLE","2","76395",8555,"10495","BLUE","Not Given","6","4.3L V6  FI","M","451280",False,"RamDMSi","","SPORT UTILITY VEHICLE,MANUAL TRANS,OPTIONAL:A,4X4,4.3L V6  FI,6CYL,ABS STANDARDAIR COND,POW STEERING,"
2955558,"0","0","W3241","1GKDT13S572188111","U",2007-11-24 00:00:00,2007-11-24 00:00:00,2007-12-17 13:52:05,"2007","GMC","ENVOY"," ","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","25655",22875,"23975","SILVER","Not Given","6","4.2L V6  MPI","A","451280",False,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,4.2L V6  MPI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2920372,"100092153","0","9175","1GKET16S336145101","U",2007-11-18 00:00:00,2007-11-18 00:00:00,2007-12-17 13:51:49,"2003","GMC","ENVOY","XL","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","80267",13995,"13995","MAROON","Not Given","6","4.2L V6  MPI DOHC","A","451280",True,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,4.2L V6  MPI DOHC,6CYL,ABS STANDARDPOW STEERING,POW WINDOWS,"
1860249,"10536","0","U2048","1GHDT13W7Y2176388","U",2007-06-12 00:00:00,2007-06-12 00:00:00,2007-12-17 13:52:28,"2000","OLDSMOBILE","BRAVADA"," ","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","126441",4874,"6995","PEWTER","Not Given","6","4.3L V6  FI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GHDT13W7Y2176388_1.jpg||http://vehimages.carpod.net/images/1GHDT13W7Y2176388_2.jpg||http://vehimages.carpod.net/images/1GHDT13W7Y2176388_3.jpg||http://vehimages.carpod.net/images/1GHDT13W7Y2176388_4.jpg||http://vehimages.carpod.net/images/1GHDT13W7Y2176388_5.jpg||http://vehimages.carpod.net/images/1GHDT13W7Y2176388_6.jpg||http://vehimages.carpod.net/images/1GHDT13W7Y2176388_7.jpg||http://vehimages.carpod.net/images/1GHDT13W7Y2176388_8.jpg||http://vehimages.carpod.net/images/1GHDT13W7Y2176388_9.jpg","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,AWD,4.3L V6  FI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
1692211,"100578478","0","7.100486","1GKDT13S262217708","U",2007-05-13 00:00:00,2007-05-13 00:00:00,2007-12-17 13:52:36,"2006","GMC","ENVOY"," ","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","32945",18717,"21995","BLUE","Not Given","6","4.2L V6  MPI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GKDT13S262217708_1.jpg||http://vehimages.carpod.net/images/1GKDT13S262217708_2.jpg||http://vehimages.carpod.net/images/1GKDT13S262217708_3.jpg||http://vehimages.carpod.net/images/1GKDT13S262217708_4.jpg||http://vehimages.carpod.net/images/1GKDT13S262217708_5.jpg||http://vehimages.carpod.net/images/1GKDT13S262217708_6.jpg||http://vehimages.carpod.net/images/1GKDT13S262217708_7.jpg||http://vehimages.carpod.net/images/1GKDT13S262217708_8.jpg||http://vehimages.carpod.net/images/1GKDT13S262217708_9.jpg","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,4.2L V6  MPI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2013019,"3735","0","1.03214","1GKEK13R6XJ772883","U",2007-07-07 00:00:00,2007-07-07 00:00:00,2007-12-17 13:51:15,"1999","GMC","YUKON"," ","WAGON 4 DOOR","FULL SIZE UTILITY VEHICLE","4","86413",9995,"12995","BLACK","Not Given","8","5.7L V8  FI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GKEK13R6XJ772883_1.jpg||http://vehimages.carpod.net/images/1GKEK13R6XJ772883_2.jpg||http://vehimages.carpod.net/images/1GKEK13R6XJ772883_3.jpg||http://vehimages.carpod.net/images/1GKEK13R6XJ772883_4.jpg||http://vehimages.carpod.net/images/1GKEK13R6XJ772883_5.jpg||http://vehimages.carpod.net/images/1GKEK13R6XJ772883_6.jpg||http://vehimages.carpod.net/images/1GKEK13R6XJ772883_7.jpg||http://vehimages.carpod.net/images/1GKEK13R6XJ772883_8.jpg||http://vehimages.carpod.net/images/1GKEK13R6XJ772883_9.jpg","FULL SIZE UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,5.7L V8  FI,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
1238718,"100273872","0","102848","1GKEK13Z84J141614","U",2007-02-13 00:00:00,2007-02-13 00:00:00,2007-12-17 13:51:14,"2004","GMC","YUKON"," ","WAGON 4 DOOR","FULL SIZE UTILITY VEHICLE","4","64407",23768,"26995","GREY","Not Given","8","5.3L V8  MPI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GKEK13Z84J141614_1.jpg||http://vehimages.carpod.net/images/1GKEK13Z84J141614_2.jpg||http://vehimages.carpod.net/images/1GKEK13Z84J141614_3.jpg||http://vehimages.carpod.net/images/1GKEK13Z84J141614_4.jpg||http://vehimages.carpod.net/images/1GKEK13Z84J141614_5.jpg||http://vehimages.carpod.net/images/1GKEK13Z84J141614_6.jpg||http://vehimages.carpod.net/images/1GKEK13Z84J141614_7.jpg||http://vehimages.carpod.net/images/1GKEK13Z84J141614_8.jpg||http://vehimages.carpod.net/images/1GKEK13Z84J141614_9.jpg","FULL SIZE UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,5.3L V8  MPI,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
1400808,"100549040","0","70187","1GKEK63U36J115751","U",2007-03-20 00:00:00,2007-03-20 00:00:00,2007-12-17 13:52:09,"2006","GMC","YUKON","DENALI","WAGON 4 DOOR","FULL SIZE UTILITY VEHICLE","4","10855",39555,"43990","SILVER","Not Given","8","6.0L V8  MPI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GKEK63U36J115751_1.jpg||http://vehimages.carpod.net/images/1GKEK63U36J115751_2.jpg||http://vehimages.carpod.net/images/1GKEK63U36J115751_3.jpg||http://vehimages.carpod.net/images/1GKEK63U36J115751_4.jpg||http://vehimages.carpod.net/images/1GKEK63U36J115751_5.jpg||http://vehimages.carpod.net/images/1GKEK63U36J115751_6.jpg||http://vehimages.carpod.net/images/1GKEK63U36J115751_7.jpg||http://vehimages.carpod.net/images/1GKEK63U36J115751_8.jpg||http://vehimages.carpod.net/images/1GKEK63U36J115751_9.jpg","FULL SIZE UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,AWD,6.0L V8  MPI,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
1413259,"100396524","0","102966","1GKEK63U95J111542","U",2007-03-22 00:00:00,2007-03-22 00:00:00,2007-12-17 13:51:14,"2005","GMC","YUKON","DENALI","WAGON 4 DOOR","FULL SIZE UTILITY VEHICLE","4","52206",28488,"36995","BLUE","Not Given","8","6.0L V8  MPI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GKEK63U95J111542_1.jpg||http://vehimages.carpod.net/images/1GKEK63U95J111542_2.jpg||http://vehimages.carpod.net/images/1GKEK63U95J111542_3.jpg||http://vehimages.carpod.net/images/1GKEK63U95J111542_4.jpg||http://vehimages.carpod.net/images/1GKEK63U95J111542_5.jpg||http://vehimages.carpod.net/images/1GKEK63U95J111542_6.jpg||http://vehimages.carpod.net/images/1GKEK63U95J111542_7.jpg||http://vehimages.carpod.net/images/1GKEK63U95J111542_8.jpg||http://vehimages.carpod.net/images/1GKEK63U95J111542_9.jpg","FULL SIZE UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,AWD,6.0L V8  MPI,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2466684,"100002822","0","1.03312","1GKFK16Z32J165400","U",2007-09-19 00:00:00,2007-09-19 00:00:00,2007-12-17 13:51:17,"2002","GMC","YUKON","XL K1500","WAGON 4 DOOR","HEAVY DUTY STATION WAGON","4","89318",18995,"18995","SILVER","Not Given","8","5.3L V8  SFI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GKFK16Z32J165400_1.jpg||http://vehimages.carpod.net/images/1GKFK16Z32J165400_2.jpg||http://vehimages.carpod.net/images/1GKFK16Z32J165400_3.jpg||http://vehimages.carpod.net/images/1GKFK16Z32J165400_4.jpg||http://vehimages.carpod.net/images/1GKFK16Z32J165400_5.jpg||http://vehimages.carpod.net/images/1GKFK16Z32J165400_6.jpg||http://vehimages.carpod.net/images/1GKFK16Z32J165400_7.jpg||http://vehimages.carpod.net/images/1GKFK16Z32J165400_8.jpg||http://vehimages.carpod.net/images/1GKFK16Z32J165400_9.jpg","HEAVY DUTY STATION WAGON,AUTO TRANS,OPTIONAL:U,4X4,5.3L V8  SFI,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2321109,"0","0","3977","1GKGV26K1LF524283","U",2007-08-26 00:00:00,2007-08-26 00:00:00,2007-12-17 13:51:24,"1990","GMC","V25 CONV","V2500 SUBURBAN","WAGON 4 DOOR","HEAVY DUTY STATION WAGON","4","193974",1818,"3995","TAN","Not Given","8","5.7L V8  FI","M","451280",True,"RamDMSi","","HEAVY DUTY STATION WAGON,MANUAL TRANS,OPTIONAL:A,4X4,5.7L V8  FI,8CYL,ABS STANDARDPOW STEERING,"
2894993,"100467324","0","70147","1GMDV33L75D290369","U",2007-11-15 00:00:00,2007-11-15 00:00:00,2007-12-17 13:52:21,"2005","PONTIAC","MONTANA","SV6 EXT WB","EXTENDED SPORT VAN","PASSENGER MINIVAN","UNKNOWN","17268",17955,"18990","SILVER","Not Given","6","3.5L V6  SFI","A","451280",False,"RamDMSi","","PASSENGER MINIVAN,AUTO TRANS,OPTIONAL:U,FWD,3.5L V6  SFI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
354405,"18994","0","W2147","1GTGG25R921903788","U",2006-07-21 00:00:00,2006-07-21 00:00:00,2007-12-17 13:51:56,"2002","GMC","SAVANA","G2500","CARGO VAN","FULL SIZE CARGO VAN","UNKNOWN","104844",14018,"16495","WHITE","Not Given","8","5.7L V8  FI","A","451280",True,"RamDMSi","","FULL SIZE CARGO VAN,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  FI,8CYL,ABS STANDARDAIR COND,POW STEERING,"
2170540,"0","0","5.8029","1GYEE637180104778","N",2007-08-02 00:00:00,2007-08-02 00:00:00,2007-12-17 13:52:11,"2008","CADILLAC","SRX"," ","WAGON 4 DOOR","FULL SIZE UTILITY VEHICLE","4","2",47735,"47735","LIGHT PLATINUM","Not Given","6","3.6L V6  SFI","A","451280",True,"RamDMSi","","FULL SIZE UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,RWD,3.6L V6  SFI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2466706,"100086180","0","1.03319","1GNDT13S332267144","U",2007-09-19 00:00:00,2007-09-19 00:00:00,2007-12-17 13:51:18,"2003","CHEVROLET","TRAILBLAZER"," ","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","52216",16995,"16995","BLACK","Not Given","6","4.2L L6  MPI DOHC","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GNDT13S332267144_1.jpg||http://vehimages.carpod.net/images/1GNDT13S332267144_2.jpg||http://vehimages.carpod.net/images/1GNDT13S332267144_3.jpg||http://vehimages.carpod.net/images/1GNDT13S332267144_4.jpg||http://vehimages.carpod.net/images/1GNDT13S332267144_5.jpg||http://vehimages.carpod.net/images/1GNDT13S332267144_6.jpg||http://vehimages.carpod.net/images/1GNDT13S332267144_7.jpg||http://vehimages.carpod.net/images/1GNDT13S332267144_8.jpg||http://vehimages.carpod.net/images/1GNDT13S332267144_9.jpg","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,4.2L L6  MPI DOHC,6CYL,ABS STANDARDPOW STEERING,POW WINDOWS,"
2790186,"100274643","0","5.00339","1GNDT13S542258222","U",2007-11-01 00:00:00,2007-11-01 00:00:00,2007-12-17 13:52:20,"2004","CHEVROLET","TRAILBLAZER","LS/LT","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","71268",12955,"13995","WHITE","Not Given","6","4.2L L6  MPI","A","451280",False,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,4.2L L6  MPI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2339134,"100578889","0","W3163","1GNDT13S562209377","U",2007-08-29 00:00:00,2007-08-29 00:00:00,2007-12-17 13:51:53,"2006","CHEVROLET","TRAILBLAZER","LS/LT","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","29663",19995,"19995","BLUE","Not Given","6","4.2L V6  MPI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GNDT13S562209377_1.jpg||http://vehimages.carpod.net/images/1GNDT13S562209377_2.jpg||http://vehimages.carpod.net/images/1GNDT13S562209377_3.jpg||http://vehimages.carpod.net/images/1GNDT13S562209377_4.jpg||http://vehimages.carpod.net/images/1GNDT13S562209377_5.jpg||http://vehimages.carpod.net/images/1GNDT13S562209377_6.jpg||http://vehimages.carpod.net/images/1GNDT13S562209377_7.jpg||http://vehimages.carpod.net/images/1GNDT13S562209377_8.jpg||http://vehimages.carpod.net/images/1GNDT13S562209377_9.jpg","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,4.2L V6  MPI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2030298,"100274643","0","U2078","1GNDT13S942240693","U",2007-07-11 00:00:00,2007-07-11 00:00:00,2007-12-17 13:52:26,"2004","CHEVROLET","TRAILBLAZER","LS/LT","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","58762",12162,"14999","Not Given","Not Given","6","4.2L L6  MPI","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GNDT13S942240693_1.jpg||http://vehimages.carpod.net/images/1GNDT13S942240693_2.jpg||http://vehimages.carpod.net/images/1GNDT13S942240693_3.jpg||http://vehimages.carpod.net/images/1GNDT13S942240693_4.jpg||http://vehimages.carpod.net/images/1GNDT13S942240693_5.jpg||http://vehimages.carpod.net/images/1GNDT13S942240693_6.jpg||http://vehimages.carpod.net/images/1GNDT13S942240693_7.jpg||http://vehimages.carpod.net/images/1GNDT13S942240693_8.jpg||http://vehimages.carpod.net/images/1GNDT13S942240693_9.jpg","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,4.2L L6  MPI,6CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
2814478,"9989","0","5.00345","1GNDT13W4Y2167452","U",2007-11-04 00:00:00,2007-11-04 00:00:00,2007-12-17 13:52:20,"2000","CHEVROLET","BLAZER"," ","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","95628",7955,"8995","RED","Not Given","6","4.3L V6  FI  OHV  12V","A","451280",False,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:A,4X4,4.3L V6  FI  OHV  12V,6CYL,ABS STANDARDAIR COND,POW STEERING,"
2770569,"100000581","0","U2219","1GNDT13W612184145","U",2007-10-30 00:00:00,2007-10-30 00:00:00,2007-12-17 13:52:30,"2001","CHEVROLET","BLAZER"," ","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","110409",8966,"8995","SILVER","Not Given","6","4.3L V6  FI  OHV  12V","A","451280",False,"RamDMSi","","SPORT UTILITY VEHICLE,AUTO TRANS,OPTIONAL:M,4X4,4.3L V6  FI  OHV  12V,6CYL,ABS STANDARDAIR COND,POW STEERING,"
1980818,"100002798","0","9032","1GNDT13WX2K223739","U",2007-07-01 00:00:00,2007-07-01 00:00:00,2007-12-17 13:51:44,"2002","CHEVROLET","BLAZER"," ","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","83861",6948,"8995","GOLD","Not Given","6","4.3L V6  FI  OHV  12V","M","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GNDT13WX2K223739_1.jpg||http://vehimages.carpod.net/images/1GNDT13WX2K223739_2.jpg||http://vehimages.carpod.net/images/1GNDT13WX2K223739_3.jpg||http://vehimages.carpod.net/images/1GNDT13WX2K223739_4.jpg||http://vehimages.carpod.net/images/1GNDT13WX2K223739_5.jpg||http://vehimages.carpod.net/images/1GNDT13WX2K223739_6.jpg||http://vehimages.carpod.net/images/1GNDT13WX2K223739_7.jpg||http://vehimages.carpod.net/images/1GNDT13WX2K223739_8.jpg||http://vehimages.carpod.net/images/1GNDT13WX2K223739_9.jpg","SPORT UTILITY VEHICLE,MANUAL TRANS,OPTIONAL:A,4X4,4.3L V6  FI  OHV  12V,6CYL,ABS STANDARDAIR COND,POW STEERING,"
2466686,"100336837","0","1.03332","1GNDT13X84K164637","U",2007-09-19 00:00:00,2007-09-19 00:00:00,2007-12-17 13:51:17,"2004","CHEVROLET","BLAZER"," ","WAGON 4 DOOR","SPORT UTILITY VEHICLE","4","34776",13995,"13995","TAN","Not Given","6","4.3L V6  MPI","M","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GNDT13X84K164637_1.jpg||http://vehimages.carpod.net/images/1GNDT13X84K164637_2.jpg||http://vehimages.carpod.net/images/1GNDT13X84K164637_3.jpg||http://vehimages.carpod.net/images/1GNDT13X84K164637_4.jpg||http://vehimages.carpod.net/images/1GNDT13X84K164637_5.jpg||http://vehimages.carpod.net/images/1GNDT13X84K164637_6.jpg||http://vehimages.carpod.net/images/1GNDT13X84K164637_7.jpg||http://vehimages.carpod.net/images/1GNDT13X84K164637_8.jpg||http://vehimages.carpod.net/images/1GNDT13X84K164637_9.jpg","SPORT UTILITY VEHICLE,MANUAL TRANS,OPTIONAL:A,4X4,4.3L V6  MPI,6CYL,ABS STANDARDAIR COND,POW STEERING,"
2606145,"100570063","0","4025","1GNEC13T56R103502","U",2007-10-09 00:00:00,2007-10-09 00:00:00,2007-12-17 13:51:28,"2006","CHEVROLET","TAHOE C1500","C1500 TAHOE","WAGON 4 DOOR","FULL SIZE UTILITY VEHICLE","4","21301",27922,"27995","BLACK","Not Given","8","5.3L V8  MPI","A","451280",False,"RamDMSi","","FULL SIZE UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,RWD,5.3L V8  MPI,8CYL,ABS STANDARDAIR COND,POW STEERING,POW WINDOWS,"
1060482,"13288","0","70536","1GNEK13R8TJ403567","U",2006-12-30 00:00:00,2006-12-30 00:00:00,2007-12-17 13:52:08,"1996","CHEVROLET","TAHOE K1500","K1500 TAHOE","WAGON 4 DOOR","FULL SIZE UTILITY VEHICLE","4","106310",6955,"9990","BLUE","Not Given","8","5.7L V8  MPI OHV","A","451280",True,"RamDMSi","http://vehimages.carpod.net/images/1GNEK13R8TJ403567_1.jpg||http://vehimages.carpod.net/images/1GNEK13R8TJ403567_2.jpg||http://vehimages.carpod.net/images/1GNEK13R8TJ403567_3.jpg||http://vehimages.carpod.net/images/1GNEK13R8TJ403567_4.jpg","FULL SIZE UTILITY VEHICLE,AUTO TRANS,OPTIONAL:U,4X4,5.7L V8  MPI OHV,8CYL,ABS STANDARDPOW STEERING,"
2733528,"11947","0","5.00330","1GNFK16K3SJ398683","U",2007-10-24 00:00:00,2007-10-24 00:00:00,2007-12-17 13:52:19,"1995","CHEVROLET","K1500","SUBURBAN","WAGON 4 DOOR","HEAVY DUTY STATION WAGON","4","123372",5855,"6995","GOLD","Not Given","8","5.7L V8  TBI OHV  16V","A","451280",False,"RamDMSi","","HEAVY DUTY STATION WAGON,AUTO TRANS,OPTIONAL:U,4X4,5.7L V8  TBI OHV  16V,8CYL,ABS STANDARDPOW STEERING,"
2593946,"0","0","U2190","1GNGK26JXXJ348825","U",2007-10-06 00:00:00,2007-10-06 00:00:00,2007-12-17 13:52:29,"1999","CHEVROLET","K2500","SUBURBAN","WAGON 4 DOOR","HEAVY DUTY STATION WAGON","4","124643",10995,"10995","BLACK","Not Given","8","7.4L V8  SFI","A","451280",True,"RamDMSi","","HEAVY DUTY STATION WAGON,AUTO TRANS,OPTIONAL:U,4X4,7.4L V8  SFI,8CYL,ABS STANDARDAIR COND,POW STEERING,"
354404,"18994","0","W2188","1GTGG25R421903214","U",2006-07-21 00:00:00,2006-07-21 00:00:00,2007-12-17 13:51:56,"2002","GMC","SAVANA","G2500","CARGO VAN","FULL SIZE CARGO VAN","UNKNOWN","32479",12918,"16495","WHITE","Not Given","8","5.7L V8  FI","A","451280",True,"RamDMSi","","FULL SIZE CARGO VAN,AUTO TRANS,OPTIONAL:U,RWD,5.7L V8  FI,8CYL,ABS STANDARDAIR COND,POW STEERING,"
